timestamp,adjusted_close,volume
2021-10-25,368.16,110550
2021-10-26,370.78,110600
2021-10-27,372.41,110650
2021-10-28,374.55,110700
2021-10-29,377.2,110750
2021-11-01,378.86,110800
2021-11-02,381.03,110850
2021-11-03,383.71,110900
2021-11-04,385.4,110950
2021-11-05,387.6,111000
2021-11-08,390.31,111050
2021-11-09,392.03,111100
2021-11-10,394.26,111150
2021-11-11,397.0,111200
2021-11-12,398.75,111250
2021-11-15,401.01,111300
2021-11-16,403.78,111350
2021-11-17,405.56,111400
2021-11-18,407.85,111450
2021-11-19,410.65,111500
2021-11-22,412.46,111550
2021-11-23,414.78,111600
2021-11-24,417.61,111650
2021-11-25,419.45,111700
2021-11-26,421.8,111750
2021-11-29,424.66,111800
2021-11-30,426.53,111850
2021-12-01,428.91,111900
2021-12-02,431.8,111950
2021-12-03,,
2021-12-06,436.11,112050
2021-12-07,439.03,112100
2021-12-08,440.96,112150
2021-12-09,443.4,112200
2021-12-10,446.35,112250
2021-12-13,448.31,112300
2021-12-14,450.78,112350
2021-12-15,453.76,112400
2021-12-16,455.75,112450
2021-12-17,458.25,112500
2021-12-20,461.26,112550
2021-12-21,463.28,112600
2021-12-22,465.81,112650
2021-12-23,468.85,112700
2021-12-24,470.9,112750
2021-12-27,473.46,112800
2021-12-28,476.53,112850
2021-12-29,478.61,112900
2021-12-30,481.2,112950
2021-12-31,484.3,113000
2022-01-03,486.41,113050
2022-01-04,489.03,113100
2022-01-05,492.16,113150
2022-01-06,494.3,113200
2022-01-07,496.95,113250
2022-01-10,500.11,113300
2022-01-11,502.28,113350
2022-01-12,504.96,113400
2022-01-13,508.15,113450
2022-01-14,510.35,113500
2022-01-17,513.06,113550
2022-01-18,516.28,113600
2022-01-19,518.51,113650
2022-01-20,521.25,113700
2022-01-21,524.5,113750
2022-01-24,526.76,113800
2022-01-25,529.53,113850
2022-01-26,532.81,113900
2022-01-27,535.1,113950
2022-01-28,,
2022-01-31,541.21,114050
2022-02-01,543.53,114100
2022-02-02,546.36,114150
2022-02-03,549.7,114200
2022-02-04,552.05,114250
2022-02-07,554.91,114300
2022-02-08,558.28,114350
2022-02-09,560.66,114400
2022-02-10,563.55,114450
2022-02-11,566.95,114500
2022-02-14,569.36,114550
2022-02-15,572.28,114600
2022-02-16,575.71,114650
2022-02-17,578.15,114700
2022-02-18,581.1,114750
2022-02-21,584.56,114800
2022-02-22,587.03,114850
2022-02-23,590.01,114900
2022-02-24,593.5,114950
2022-02-25,596.0,115000
2022-02-28,599.01,115050
2022-03-01,602.53,115100
2022-03-02,605.06,115150
2022-03-03,608.1,115200
2022-03-04,611.65,115250
2022-03-07,614.21,115300
2022-03-08,617.28,115350
2022-03-09,620.86,115400
2022-03-10,623.45,115450
2022-03-11,626.55,115500
2022-03-14,630.16,115550
2022-03-15,632.78,115600
2022-03-16,635.91,115650
2022-03-17,639.55,115700
2022-03-18,642.2,115750
2022-03-21,645.36,115800
2022-03-22,649.03,115850
2022-03-23,651.71,115900
2022-03-24,654.9,115950
2022-03-25,,
2022-03-28,661.31,116050
2022-03-29,664.53,116100
2022-03-30,668.26,116150
2022-03-31,671.0,116200
2022-04-01,674.25,116250
2022-04-04,678.01,116300
2022-04-05,680.78,116350
2022-04-06,684.06,116400
2022-04-07,687.85,116450
2022-04-08,690.65,116500
2022-04-11,693.96,116550
2022-04-12,697.78,116600
2022-04-13,700.61,116650
2022-04-14,703.95,116700
2022-04-15,707.8,116750
2022-04-18,710.66,116800
2022-04-19,714.03,116850
2022-04-20,717.91,116900
2022-04-21,720.8,116950
2022-04-22,724.2,117000
2022-04-25,728.11,117050
2022-04-26,731.03,117100
2022-04-27,734.46,117150
2022-04-28,738.4,117200
2022-04-29,741.35,117250
2022-05-02,744.81,117300
2022-05-03,748.78,117350
2022-05-04,751.76,117400
2022-05-05,755.25,117450
2022-05-06,759.25,117500
2022-05-09,762.26,117550
2022-05-10,765.78,117600
2022-05-11,769.81,117650
2022-05-12,772.85,117700
2022-05-13,776.4,117750
2022-05-16,780.46,117800
2022-05-17,783.53,117850
2022-05-18,787.11,117900
2022-05-19,791.2,117950
2022-05-20,,
2022-05-23,797.91,118050
2022-05-24,802.03,118100
2022-05-25,805.16,118150
2022-05-26,808.8,118200
2022-05-27,812.95,118250
2022-05-30,816.11,118300
2022-05-31,819.78,118350
2022-06-01,823.96,118400
2022-06-02,827.15,118450
2022-06-03,830.85,118500
2022-06-06,835.06,118550
2022-06-07,838.28,118600
2022-06-08,842.01,118650
2022-06-09,846.25,118700
2022-06-10,849.5,118750
2022-06-13,853.26,118800
2022-06-14,857.53,118850
2022-06-15,860.81,118900
2022-06-16,864.6,118950
2022-06-17,868.9,119000
2022-06-20,872.21,119050
2022-06-21,876.03,119100
2022-06-22,880.36,119150
2022-06-23,883.7,119200
2022-06-24,887.55,119250
2022-06-27,891.91,119300
2022-06-28,895.28,119350
2022-06-29,899.16,119400
2022-06-30,903.55,119450
2022-07-01,906.95,119500
2022-07-04,910.86,119550
2022-07-05,915.28,119600
2022-07-06,918.71,119650
2022-07-07,922.65,119700
2022-07-08,927.1,119750
2022-07-11,930.56,119800
2022-07-12,934.53,119850
2022-07-13,939.01,119900
2022-07-14,942.5,119950
2022-07-15,,
2022-07-18,951.01,120050
2022-07-19,954.53,120100
2022-07-20,958.56,120150
2022-07-21,963.1,120200
2022-07-22,966.65,120250
2022-07-25,970.71,120300
2022-07-26,975.28,120350
2022-07-27,978.86,120400
2022-07-28,982.95,120450
2022-07-29,987.55,120500
2022-08-01,991.16,120550
2022-08-02,995.28,120600
2022-08-03,999.91,120650
2022-08-04,1003.55,120700
2022-08-05,1007.7,120750
2022-08-08,1012.36,120800
2022-08-09,1016.03,120850
2022-08-10,1020.21,120900
2022-08-11,1024.9,120950
2022-08-12,1028.6,121000
2022-08-15,1032.81,121050
2022-08-16,1037.53,121100
2022-08-17,1041.26,121150
2022-08-18,1045.5,121200
2022-08-19,1050.25,121250
2022-08-22,1054.01,121300
2022-08-23,1058.28,121350
2022-08-24,1063.06,121400
2022-08-25,1066.85,121450
2022-08-26,1071.15,121500
2022-08-29,1075.96,121550
2022-08-30,1079.78,121600
2022-08-31,1084.11,121650
2022-09-01,1088.95,121700
2022-09-02,1092.8,121750
2022-09-05,1097.16,121800
2022-09-06,1102.03,121850
2022-09-07,1105.91,121900
2022-09-08,1110.3,121950
2022-09-09,,
2022-09-12,1119.11,122050
2022-09-13,1123.53,122100
2022-09-14,1128.46,122150
2022-09-15,1132.4,122200
2022-09-16,1136.85,122250
2022-09-19,1141.81,122300
2022-09-20,1145.78,122350
2022-09-21,1150.26,122400
2022-09-22,1155.25,122450
2022-09-23,1159.25,122500
2022-09-26,1163.76,122550
2022-09-27,1168.78,122600
2022-09-28,1172.81,122650
2022-09-29,1177.35,122700
2022-09-30,1182.4,122750
2022-10-03,1186.46,122800
2022-10-04,1191.03,122850
2022-10-05,1196.11,122900
2022-10-06,1200.2,122950
2022-10-07,1204.8,123000
2022-10-10,1209.91,123050
2022-10-11,1214.03,123100
2022-10-12,1218.66,123150
2022-10-13,1223.8,123200
2022-10-14,1227.95,123250
2022-10-17,1232.61,123300
2022-10-18,1237.78,123350
2022-10-19,1241.96,123400
2022-10-20,1246.65,123450
2022-10-21,1251.85,123500
2022-10-24,1256.06,123550
2022-10-25,1260.78,123600
2022-10-26,1266.01,123650
2022-10-27,1270.25,123700
2022-10-28,1275.0,123750
2022-10-31,1280.26,123800
2022-11-01,1284.53,123850
2022-11-02,1289.31,123900
2022-11-03,1294.6,123950
2022-11-04,,
2022-11-07,1303.71,124050
2022-11-08,1309.03,124100
2022-11-09,1313.36,124150
2022-11-10,1318.2,124200
2022-11-11,1323.55,124250
2022-11-14,1327.91,124300
2022-11-15,1332.78,124350
2022-11-16,1338.16,124400
2022-11-17,1342.55,124450
2022-11-18,1347.45,124500
2022-11-21,1352.86,124550
2022-11-22,1357.28,124600
2022-11-23,1362.21,124650
2022-11-24,1367.65,124700
2022-11-25,1372.1,124750
2022-11-28,1377.06,124800
2022-11-29,1382.53,124850
2022-11-30,1387.01,124900
2022-12-01,1392.0,124950
2022-12-02,1397.5,125000
2022-12-05,1402.01,125050
2022-12-06,1407.03,125100
2022-12-07,1412.56,125150
2022-12-08,1417.1,125200
2022-12-09,1422.15,125250
2022-12-12,1427.71,125300
2022-12-13,1432.28,125350
2022-12-14,1437.36,125400
2022-12-15,1442.95,125450
2022-12-16,1447.55,125500
2022-12-19,1452.66,125550
2022-12-20,1458.28,125600
2022-12-21,1462.91,125650
2022-12-22,1468.05,125700
2022-12-23,1473.7,125750
2022-12-26,1478.36,125800
2022-12-27,1483.53,125850
2022-12-28,1489.21,125900
2022-12-29,1493.9,125950
2022-12-30,,
2023-01-02,1504.81,126050
2023-01-03,1509.53,126100
2023-01-04,1514.76,126150
2023-01-05,1520.5,126200
2023-01-06,1525.25,126250
2023-01-09,1530.51,126300
2023-01-10,1536.28,126350
2023-01-11,1541.06,126400
2023-01-12,1546.35,126450
2023-01-13,1552.15,126500
2023-01-16,1556.96,126550
2023-01-17,1562.28,126600
2023-01-18,1568.11,126650
2023-01-19,1572.95,126700
2023-01-20,1578.3,126750
2023-01-23,1584.16,126800
2023-01-24,1589.03,126850
2023-01-25,1594.41,126900
2023-01-26,1600.3,126950
2023-01-27,1605.2,127000
2023-01-30,1610.61,127050
2023-01-31,1616.53,127100
2023-02-01,1621.46,127150
2023-02-02,1626.9,127200
2023-02-03,1632.85,127250
2023-02-06,1637.81,127300
2023-02-07,1643.28,127350
2023-02-08,1649.26,127400
2023-02-09,1654.25,127450
2023-02-10,1659.75,127500
2023-02-13,1665.76,127550
2023-02-14,1670.78,127600
2023-02-15,1676.31,127650
2023-02-16,1682.35,127700
2023-02-17,1687.4,127750
2023-02-20,1692.96,127800
2023-02-21,1699.03,127850
2023-02-22,1704.11,127900
2023-02-23,1709.7,127950
2023-02-24,,
2023-02-27,1720.91,128050
2023-02-28,1726.53,128100
2023-03-01,1732.66,128150
2023-03-02,1737.8,128200
2023-03-03,1743.45,128250
2023-03-06,1749.61,128300
2023-03-07,1754.78,128350
2023-03-08,1760.46,128400
2023-03-09,1766.65,128450
2023-03-10,1771.85,128500
2023-03-13,1777.56,128550
2023-03-14,1783.78,128600
2023-03-15,1789.01,128650
2023-03-16,1794.75,128700
2023-03-17,1801.0,128750
2023-03-20,1806.26,128800
2023-03-21,1812.03,128850
2023-03-22,1818.31,128900
2023-03-23,1823.6,128950
2023-03-24,1829.4,129000
2023-03-27,1835.71,129050
2023-03-28,1841.03,129100
2023-03-29,1846.86,129150
2023-03-30,1853.2,129200
2023-03-31,1858.55,129250
2023-04-03,1864.41,129300
2023-04-04,1870.78,129350
2023-04-05,1876.16,129400
2023-04-06,1882.05,129450
2023-04-07,1888.45,129500
2023-04-10,1893.86,129550
2023-04-11,1899.78,129600
2023-04-12,1906.21,129650
2023-04-13,1911.65,129700
2023-04-14,1917.6,129750
2023-04-17,1924.06,129800
2023-04-18,1929.53,129850
2023-04-19,1935.51,129900
2023-04-20,1942.0,129950
2023-04-21,,
2023-04-24,1953.51,130050
2023-04-25,1960.03,130100
2023-04-26,1965.56,130150
2023-04-27,1971.6,130200
2023-04-28,1978.15,130250
2023-05-01,1983.71,130300
2023-05-02,1989.78,130350
2023-05-03,1996.36,130400
2023-05-04,2001.95,130450
2023-05-05,2008.05,130500
2023-05-08,2014.66,130550
2023-05-09,2020.28,130600
2023-05-10,2026.41,130650
2023-05-11,2033.05,130700
2023-05-12,2038.7,130750
2023-05-15,2044.86,130800
2023-05-16,2051.53,130850
2023-05-17,2057.21,130900
2023-05-18,2063.4,130950
2023-05-19,2070.1,131000
2023-05-22,2075.81,131050
2023-05-23,2082.03,131100
2023-05-24,2088.76,131150
2023-05-25,2094.5,131200
2023-05-26,2100.75,131250
2023-05-29,2107.51,131300
2023-05-30,2113.28,131350
2023-05-31,2119.56,131400
2023-06-01,2126.35,131450
2023-06-02,2132.15,131500
2023-06-05,2138.46,131550
2023-06-06,2145.28,131600
2023-06-07,2151.11,131650
2023-06-08,2157.45,131700
2023-06-09,2164.3,131750
2023-06-12,2170.16,131800
2023-06-13,2176.53,131850
2023-06-14,2183.41,131900
2023-06-15,2189.3,131950
2023-06-16,,
2023-06-19,2202.61,132050
2023-06-20,2208.53,132100
2023-06-21,2214.96,132150
2023-06-22,2221.9,132200
2023-06-23,2227.85,132250
2023-06-26,2234.31,132300
2023-06-27,2241.28,132350
2023-06-28,2247.26,132400
2023-06-29,2253.75,132450
2023-06-30,2260.75,132500
2023-07-03,2266.76,132550
2023-07-04,2273.28,132600
2023-07-05,2280.31,132650
2023-07-06,2286.35,132700
2023-07-07,2292.9,132750
2023-07-10,2299.96,132800
2023-07-11,2306.03,132850
2023-07-12,2312.61,132900
2023-07-13,2319.7,132950
2023-07-14,2325.8,133000
2023-07-17,2332.41,133050
2023-07-18,2339.53,133100
2023-07-19,2345.66,133150
2023-07-20,2352.3,133200
2023-07-21,2359.45,133250
2023-07-24,2365.61,133300
2023-07-25,2372.28,133350
2023-07-26,2379.46,133400
2023-07-27,2385.65,133450
2023-07-28,2392.35,133500
2023-07-31,2399.56,133550
2023-08-01,2405.78,133600
2023-08-02,2412.51,133650
2023-08-03,2419.75,133700
2023-08-04,2426.0,133750
2023-08-07,2432.76,133800
2023-08-08,2440.03,133850
2023-08-09,2446.31,133900
2023-08-10,2453.1,133950
2023-08-11,,
2023-08-14,2466.71,134050
2023-08-15,2473.53,134100
2023-08-16,2480.86,134150
2023-08-17,2487.2,134200
2023-08-18,2494.05,134250
2023-08-21,2501.41,134300
2023-08-22,2507.78,134350
2023-08-23,2514.66,134400
2023-08-24,2522.05,134450
2023-08-25,2528.45,134500
2023-08-28,2535.36,134550
2023-08-29,2542.78,134600
2023-08-30,2549.21,134650
2023-08-31,2556.15,134700
2023-09-01,2563.6,134750
2023-09-04,2570.06,134800
2023-09-05,2577.03,134850
2023-09-06,2584.51,134900
2023-09-07,2591.0,134950
2023-09-08,2598.0,135000
2023-09-11,2605.51,135050
2023-09-12,2612.03,135100
2023-09-13,2619.06,135150
2023-09-14,2626.6,135200
2023-09-15,2633.15,135250
2023-09-18,2640.21,135300
2023-09-19,2647.78,135350
2023-09-20,2654.36,135400
2023-09-21,2661.45,135450
2023-09-22,2669.05,135500
2023-09-25,2675.66,135550
2023-09-26,2682.78,135600
2023-09-27,2690.41,135650
2023-09-28,2697.05,135700
2023-09-29,2704.2,135750
2023-10-02,2711.86,135800
2023-10-03,2718.53,135850
2023-10-04,2725.71,135900
2023-10-05,2733.4,135950
2023-10-06,,
2023-10-09,2747.31,136050
2023-10-10,2755.03,136100
2023-10-11,2761.76,136150
2023-10-12,2769.0,136200
2023-10-13,2776.75,136250
2023-10-16,2783.51,136300
2023-10-17,2790.78,136350
2023-10-18,2798.56,136400
2023-10-19,2805.35,136450
2023-10-20,2812.65,136500
2023-10-23,2820.46,136550
2023-10-24,2827.28,136600
2023-10-25,2834.61,136650
2023-10-26,2842.45,136700
2023-10-27,2849.3,136750
2023-10-30,2856.66,136800
2023-10-31,2864.53,136850
2023-11-01,2871.41,136900
2023-11-02,2878.8,136950
2023-11-03,2886.7,137000
2023-11-06,2893.61,137050
2023-11-07,2901.03,137100
2023-11-08,2908.96,137150
2023-11-09,2915.9,137200
2023-11-10,2923.35,137250
2023-11-13,2931.31,137300
2023-11-14,2938.28,137350
2023-11-15,2945.76,137400
2023-11-16,2953.75,137450
2023-11-17,2960.75,137500
2023-11-20,2968.26,137550
2023-11-21,2976.28,137600
2023-11-22,2983.31,137650
2023-11-23,2990.85,137700
2023-11-24,2998.9,137750
2023-11-27,3005.96,137800
2023-11-28,3013.53,137850
2023-11-29,3021.61,137900
2023-11-30,3028.7,137950
2023-12-01,,
2023-12-04,3044.41,138050
2023-12-05,3051.53,138100
2023-12-06,3059.16,138150
2023-12-07,3067.3,138200
2023-12-08,3074.45,138250
2023-12-11,3082.11,138300
2023-12-12,3090.28,138350
2023-12-13,3097.46,138400
2023-12-14,3105.15,138450
2023-12-15,3113.35,138500
2023-12-18,3120.56,138550
2023-12-19,3128.28,138600
2023-12-20,3136.51,138650
2023-12-21,3143.75,138700
2023-12-22,3151.5,138750
2023-12-25,3159.76,138800
2023-12-26,3167.03,138850
2023-12-27,3174.81,138900
2023-12-28,3183.1,138950
2023-12-29,3190.4,139000
2024-01-01,3198.21,139050
2024-01-02,3206.53,139100
2024-01-03,3213.86,139150
2024-01-04,3221.7,139200
2024-01-05,3230.05,139250
2024-01-08,3237.41,139300
2024-01-09,3245.28,139350
2024-01-10,3253.66,139400
2024-01-11,3261.05,139450
2024-01-12,3268.95,139500
2024-01-15,3277.36,139550
2024-01-16,3284.78,139600
2024-01-17,3292.71,139650
2024-01-18,3301.15,139700
2024-01-19,3308.6,139750
2024-01-22,3316.56,139800
2024-01-23,3325.03,139850
2024-01-24,3332.51,139900
2024-01-25,3340.5,139950
2024-01-26,,
2024-01-29,3356.51,140050
2024-01-30,3364.53,140100
2024-01-31,3373.06,140150
2024-02-01,3380.6,140200
2024-02-02,3388.65,140250
2024-02-05,3397.21,140300
2024-02-06,3404.78,140350
2024-02-07,3412.86,140400
2024-02-08,3421.45,140450
2024-02-09,3429.05,140500
2024-02-12,3437.16,140550
2024-02-13,3445.78,140600
2024-02-14,3453.41,140650
2024-02-15,3461.55,140700
2024-02-16,3470.2,140750
2024-02-19,3477.86,140800
2024-02-20,3486.03,140850
2024-02-21,3494.71,140900
2024-02-22,3502.4,140950
2024-02-23,3510.6,141000
2024-02-26,3519.31,141050
2024-02-27,3527.03,141100
2024-02-28,3535.26,141150
2024-02-29,3544.0,141200
2024-03-01,3551.75,141250
2024-03-04,3560.01,141300
2024-03-05,3568.78,141350
2024-03-06,3576.56,141400
2024-03-07,3584.85,141450
2024-03-08,3593.65,141500
2024-03-11,3601.46,141550
2024-03-12,3609.78,141600
2024-03-13,3618.61,141650
2024-03-14,3626.45,141700
2024-03-15,3634.8,141750
2024-03-18,3643.66,141800
2024-03-19,3651.53,141850
2024-03-20,3659.91,141900
2024-03-21,3668.8,141950
2024-03-22,,
2024-03-25,3685.11,142050
2024-03-26,3694.03,142100
2024-03-27,3701.96,142150
2024-03-28,3710.4,142200
2024-03-29,3719.35,142250
2024-04-01,3727.31,142300
2024-04-02,3735.78,142350
2024-04-03,3744.76,142400
2024-04-04,3752.75,142450
2024-04-05,3761.25,142500
2024-04-08,3770.26,142550
2024-04-09,3778.28,142600
2024-04-10,3786.81,142650
2024-04-11,3795.85,142700
2024-04-12,3803.9,142750
2024-04-15,3812.46,142800
2024-04-16,3821.53,142850
2024-04-17,3829.61,142900
2024-04-18,3838.2,142950
2024-04-19,3847.3,143000
2024-04-22,3855.41,143050
2024-04-23,3864.03,143100
2024-04-24,3873.16,143150
2024-04-25,3881.3,143200
2024-04-26,3889.95,143250
2024-04-29,3899.11,143300
2024-04-30,3907.28,143350
2024-05-01,3915.96,143400
2024-05-02,3925.15,143450
2024-05-03,3933.35,143500
2024-05-06,3942.06,143550
2024-05-07,3951.28,143600
2024-05-08,3959.51,143650
2024-05-09,3968.25,143700
2024-05-10,3977.5,143750
2024-05-13,3985.76,143800
2024-05-14,3994.53,143850
2024-05-15,4003.81,143900
2024-05-16,4012.1,143950
2024-05-17,,
2024-05-20,4030.21,144050
2024-05-21,4038.53,144100
2024-05-22,4047.36,144150
2024-05-23,4056.7,144200
2024-05-24,4065.05,144250
2024-05-27,4073.91,144300
2024-05-28,4083.28,144350
2024-05-29,4091.66,144400
2024-05-30,4100.55,144450
2024-05-31,4109.95,144500
2024-06-03,4118.36,144550
2024-06-04,4127.28,144600
2024-06-05,4136.71,144650
2024-06-06,4145.15,144700
2024-06-07,4154.1,144750
2024-06-10,4163.56,144800
2024-06-11,4172.03,144850
2024-06-12,4181.01,144900
2024-06-13,4190.5,144950
2024-06-14,4199.0,145000
2024-06-17,4208.01,145050
2024-06-18,4217.53,145100
2024-06-19,4226.06,145150
2024-06-20,4235.1,145200
2024-06-21,4244.65,145250
2024-06-24,4253.21,145300
2024-06-25,4262.28,145350
2024-06-26,4271.86,145400
2024-06-27,4280.45,145450
2024-06-28,4289.55,145500
2024-07-01,4299.16,145550
2024-07-02,4307.78,145600
2024-07-03,4316.91,145650
2024-07-04,4326.55,145700
2024-07-05,4335.2,145750
2024-07-08,4344.36,145800
2024-07-09,4354.03,145850
2024-07-10,4362.71,145900
2024-07-11,4371.9,145950
2024-07-12,,
2024-07-15,4390.31,146050
2024-07-16,4399.53,146100
2024-07-17,4409.26,146150
2024-07-18,4418.0,146200
2024-07-19,4427.25,146250
2024-07-22,4437.01,146300
2024-07-23,4445.78,146350
2024-07-24,4455.06,146400
2024-07-25,4464.85,146450
2024-07-26,4473.65,146500
2024-07-29,4482.96,146550
2024-07-30,4492.78,146600
2024-07-31,4501.61,146650
2024-08-01,4510.95,146700
2024-08-02,4520.8,146750
2024-08-05,4529.66,146800
2024-08-06,4539.03,146850
2024-08-07,4548.91,146900
2024-08-08,4557.8,146950
2024-08-09,4567.2,147000
2024-08-12,4577.11,147050
2024-08-13,4586.03,147100
2024-08-14,4595.46,147150
2024-08-15,4605.4,147200
2024-08-16,4614.35,147250
2024-08-19,4623.81,147300
2024-08-20,4633.78,147350
2024-08-21,4642.76,147400
2024-08-22,4652.25,147450
2024-08-23,4662.25,147500
2024-08-26,4671.26,147550
2024-08-27,4680.78,147600
2024-08-28,4690.81,147650
2024-08-29,4699.85,147700
2024-08-30,4709.4,147750
2024-09-02,4719.46,147800
2024-09-03,4728.53,147850
2024-09-04,4738.11,147900
2024-09-05,4748.2,147950
2024-09-06,,
2024-09-09,4766.91,148050
2024-09-10,4777.03,148100
2024-09-11,4786.16,148150
2024-09-12,4795.8,148200
2024-09-13,4805.95,148250
2024-09-16,4815.11,148300
